Event Description,Year,outage_start_date,power_supplier,location,NERC Region,Demand Loss (MW),Number of Customers Affected,Tags,duration,state,outage_type
Severe Thunderstorms,2004,7/13/2004,Cinergy Services,Indiana,ECAR,600,"135,000","severe weather, thunderstorm",87.5,Indiana,Severe Weather
Units Tripped,2004,7/13/2004,City of Tallahassee,Florida,FRCC,283,"42,124",generator trip,3.683333333333333,Florida,Equipment Failures
Severe Thunderstorms,2004,7/7/2004,Dominion - Virginia Power/North Carolina Power,Virginia,SERC,120,"88,110","severe weather, thunderstorm",10.4,Virginia,Severe Weather
Fire/Substation Multiple Public Appeals,2004,7/6/2004,Salt River Project,Arizona,WECC,-,-,"wild fire, public appeal",822.0,Arizona,Fire
Fire/Substation Multiple Public Appeals,2004,7/6/2004,Arizona Public Service,Arizona,WECC,-,-,"wild fire, public appeal",822.0,Arizona,Fire
Thunderstorms,2004,6/23/2004,Southern Company,Georgia,SERC,50,"50,595","severe weather, thunderstorm",1.0,Georgia,Severe Weather
Thunderstorms,2004,6/23/2004,Southern Company,Alabama,SERC,50,"50,595","severe weather, thunderstorm",1.0,Alabama,Severe Weather
Load Shedding,2004,6/23/2004,Idaho Power Company,Idaho,WECC,157,"35,000",load shedding,1.5833333333333333,Idaho,Load Shedding
Fault on Line,2004,6/14/2004,Arizona Public Service,Arizona,WECC,200,"30,000",equipment failure,6.966666666666667,Arizona,Equipment Failures
Tornado,2004,6/12/2004,Lincoln Electric System,Nebraska,MAPP,428,"120,212","severe weather, tornado",0.06666666666666667,Nebraska,Severe Weather
Severe Thunderstorms with Strong Winds,2004,6/2/2004,American Electric Power,Oklahoma,ECAR,280,"56,874","severe weather, thunderstorm",111.41666666666667,Oklahoma,Severe Weather
Severe  Thunderstorms with Strong Winds,2004,6/2/2004,American Electric Power,Louisiana,ECAR,350,"59,057","severe weather, thunderstorm",134.23333333333332,Louisiana,Severe Weather
Severe Storms with Strong Winds,2004,6/1/2004,TXU Electric Delivery,Texas,ERCOT,"1,900","500,000","severe weather, wind",8.0,Texas,Severe Weather
Public Appeals,2004,5/28/2004,Seminole Electric Cooperative,Florida,FRCC,0,0,public appeal,72.0,Florida,Public Appeal
Public Appeals,2004,5/28/2004,City of Tallahassee,Florida,FRCC,0,0,public appeal,72.0,Florida,Public Appeal
Public Appeals,2004,5/28/2004,Progress Energy Florida,Florida,FRCC,0,0,public appeal,72.0,Florida,Public Appeal
Severe Thunderstorms,2004,5/21/2004,Detroit Edison,Michigan,ECAR,630,"Greater than 250,000","severe weather, thunderstorm",76.0,Michigan,Severe Weather
Severe Thunderstorms,2004,5/21/2004,Consumers Energy,Michigan,ECAR,200,"248,209","severe weather, thunderstorm",95.0,Michigan,Severe Weather
High Winds and Heavy Rains,2004,5/21/2004,Allegheny Power,Virginia,MAAC,"60 at peak, total 162","94,366 at peak, total 225,353","severe weather, wind, rain",102.5,Virginia,Severe Weather
Strong Thunderstorms,2004,5/11/2004,CenterPoint Energy,Texas,ERCOT,Approx. 85,"62,500 at peak","severe weather, thunderstorm",2.5,Texas,Severe Weather
Heat Storm,2004,5/3/2004,Southern California Edison,California,WECC,662,Approx. 940,"severe weather, heat",4.5,California,Severe Weather
Strong Winds,2004,4/27/2004,Snohomish County PUD #1,Washington,WECC,Approx. 300,"187,000","severe weather, wind",71.41666666666667,Washington,Severe Weather
Storm with High Winds,2004,4/12/2004,Florida Power & Light,Florida,FRCC,250,"179,000","severe weather, wind",4.75,Florida,Severe Weather
Thunderstorms,2004,4/10/2004,CenterPoint Energy,Texas,ERCOT,Approx. 100,"85,000 at peak","severe weather, thunderstorm",20.0,Texas,Severe Weather
Faulty Switch,2004,3/17/2004,El Paso Electric Company,Texas,WECC,Approx. 300,"Approx. 100,000",equipment failure,0.65,Texas,Equipment Failures
Inadequate Resources,2004,3/8/2004,Southern California Edison,California,WECC,300,"Approx. 70,000",fuel supply emergency,0.55,California,Transmission and Distribution Issues
High Winds - Severe Storm,2004,3/4/2004,Electric Reliability Council of Texas,Texas,ERCOT,Less than 300,"63,000","severe weather, wind",297.75,Texas,Severe Weather
Winter Storm,2004,2/25/2004,Pacific Gas and Electric  Company,California,WECC,240,"505,000","severe weather, winter storm",21.983333333333334,California,Severe Weather
Lightning struck Intertie Breaker,2004,2/17/2004,Crockett Cogeneration,California,WECC,220,PG&E,"severe weather, thunderstorm",9.533333333333333,California,Severe Weather
Ice Storm,2004,2/5/2004,Allegheny Power,Pennsylvania,MAAC,60,"87,456","severe weather, winter storm",96.0,Pennsylvania,Severe Weather
Ice Storm,2004,2/5/2004,Allegheny Power,Pennsylvania,MAAC,60,"87,456","severe weather, winter storm",96.0,Pennsylvania,Severe Weather
Ice Storm,2004,1/28/2004,Baltimore Gas & Electric Company,Maryland,MAAC,Approx. 300,"Approx. 70,000","severe weather, winter storm",15.85,Maryland,Severe Weather
Ice Storm,2004,1/26/2004,Southern Company,Georgia,SERC,Less than 150,"30,689","severe weather, winter storm",30.0,Georgia,Severe Weather
Winter Storm,2004,1/1/2004,Pacific Gas and Electric Company,California,WECC,170,"263,000","severe weather, winter storm",32.5,California,Severe Weather
Winter Storm,2003,12/28/2003,Pacific Gas and Electric,California,WECC,160,"241,000","severe weather, winter storm",86.5,California,Severe Weather
Earthquake,2003,12/22/2003,Pacific Gas and Electric,California,WECC,220,"109,750",earthquake,0.016666666666666666,California,Other
Cable Failure,2003,12/20/2003,Pacific Gas and Electric,California,WECC,150,"120,000",equipment failure,31.9,California,Equipment Failures
Transmission Equipment,2003,12/5/2003,Upper Peninsula Power Company,Wisconsin,MAIN,14,2,transmission interruption,13.0,Wisconsin,Transmission and Distribution Issues
Transmission Equipment,2003,12/5/2003,Upper Peninsula Power Company,Michigan,MAIN,14,2,transmission interruption,13.0,Michigan,Transmission and Distribution Issues
Transmission Equipment,2003,12/5/2003,City of Homestead,Florida,FRCC,27,"16,500",transmission interruption,1.6,Florida,Transmission and Distribution Issues
Fault on 138 KV line,2003,12/4/2003,Wisconsin Electric Power Company,Michigan,MAIN,500,"36,000",equipment failure,82.25,Michigan,Equipment Failures
Fault on 138 KV line,2003,12/4/2003,Wisconsin Electric Power Company,Wisconsin,MAIN,500,"36,000",equipment failure,82.25,Wisconsin,Equipment Failures
Fault on 138 KV line,2003,12/4/2003,"American Transmission Company, LLC",Wisconsin,MAIN,650,6 (utilities),equipment failure,57.93333333333334,Wisconsin,Equipment Failures
Fault on 138 KV line,2003,12/4/2003,"American Transmission Company, LLC",Michigan,MAIN,650,6 (utilities),equipment failure,57.93333333333334,Michigan,Equipment Failures
Wild Fire _ Transmission Equipment,2003,12/1/2003,REMVEC,Massachusetts,NPCC,630,"300,000",,1.9166666666666667,Massachusetts,Severe Weather
High Winds,2003,11/13/2003,Baltimore Gas and Electric,Maryland,MAAC,375,"110,000","severe weather, wind",82.0,Maryland,Severe Weather
Wind Storm,2003,11/13/2003,Dominion-Virginia Power/ North Carolina Power,Virginia,SERC,300,"67,000","severe weather, wind",2.183333333333333,Virginia,Severe Weather
High Winds,2003,11/12/2003,Com Ed,Illinois,MAIN,Est. 371.1,"51,000","severe weather, wind",2.0,Illinois,Severe Weather
Wind Storm,2003,11/12/2003,Consumers Energy,Michigan,ECAR,75-90,"245,000","severe weather, wind",97.0,Michigan,Severe Weather
Storm with High Winds,2003,11/12/2003,DTE Energy,Michigan,ECAR,Est. 75,"160,000","severe weather, wind",95.0,Michigan,Severe Weather
Wild Fire,2003,10/26/2003,San Diego Gas and Electric Company,California,WECC,,"108,000 (Dist. And Trans. Combined)",wild fire,561.1666666666666,California,Wild Fire
Hurricane Isabel,2003,9/18/2003,Potomac Electric Power Company (Pepco),Maryland,MAAC,,"Over 530,000 peak on 9/19/03","severe weather, hurricane/tropical storm",241.66666666666666,Maryland,Severe Weather
Hurricane Isabel,2003,9/18/2003,Allegheny Power,Virginia,MAAC,"3,085","237,366","severe weather, hurricane/tropical storm",142.0,Virginia,Severe Weather
Hurricane Isabel,2003,9/18/2003,Allegheny Power,Pennsylvania,MAAC,"3,085","237,366","severe weather, hurricane/tropical storm",142.0,Pennsylvania,Severe Weather
Hurricane Isabel,2003,9/18/2003,Baltimore Gas and Electric,Maryland,MAAC,"2,000","650,000","severe weather, hurricane/tropical storm",202.83333333333334,Maryland,Severe Weather
Hurricane Isabel,2003,9/18/2003,Dominion-Virginia Power/ North Carolina Power,Virginia,SERC,"6,512",1.8 million,"severe weather, hurricane/tropical storm",278.3666666666667,Virginia,Severe Weather
Transmission  Equipment,2003,9/7/2003,"American Transmission Company, LLC",Michigan,MAIN,310,4 (industrial),transmission interruption,12.683333333333334,Michigan,Transmission and Distribution Issues
Severe Thunderstorms,2003,8/26/2003,Potomac Electric Power Company,Maryland,MAAC,"1,500","153,000","severe weather, thunderstorm",121.63333333333334,Maryland,Severe Weather
Unknown *,2003,8/14/2003,First Energy Corporation,Ohio,ECAR,"7,000","1,203,000",unknown,52.28333333333333,Ohio,Unknown
Unknown *,2003,8/14/2003,Detroit Edison,Michigan,ECAR,"11,000","2,100,000",unknown,38.85,Michigan,Unknown
Unknown *,2003,8/14/2003,"PJM Interconnection, LLC",Pennsylvania,MAAC,"4,100 MW (Northern NJ) and 400 MW, (Erie,  PA) area",,unknown,13.833333333333334,Pennsylvania,Unknown
Unknown *,2003,8/14/2003,Midwest Independent System Operator,Michigan,ECAR,"Approx. 18,500 MW, in MISO area: First Energy 7,500, Detroit Edison 9,200, Consumers Energy 1,800",,unknown,74.0,Michigan,Unknown
Unknown *,2003,8/14/2003,Midwest Independent System Operator,Ohio,ECAR,"Approx. 18,500 MW, in MISO area: First Energy 7,500, Detroit Edison 9,200, Consumers Energy 1,800",,unknown,74.0,Ohio,Unknown
Unknown *,2003,8/14/2003,ISO New England,Connecticut,NPCC,"2,500",,unknown,35.583333333333336,Connecticut,Unknown
Unknown *,2003,8/14/2003,ISO New England,Massachusetts,NPCC,"2,500",,unknown,35.583333333333336,Massachusetts,Unknown
Unknown *,2003,8/14/2003,ISO New England,Vermont,NPCC,"2,500",,unknown,35.583333333333336,Vermont,Unknown
Unknown *,2003,8/14/2003,Niagara Mohawk,Pennsylvania,NPCC,,"840,137",unknown,7.633333333333334,Pennsylvania,Unknown
Unknown *,2003,8/14/2003,Consumers Power,Michigan,ECAR,"1,007","101,000",unknown,44.9,Michigan,Unknown
Unknown *,2003,8/14/2003,Consumers Power,Michigan,ECAR,"1,007","101,000",unknown,44.9,Michigan,Unknown
Breaker Closed,2003,7/28/2003,Arizona Public Service,Arizona,WECC,440,"90,000",equipment failure,1.6666666666666667,Arizona,Electrical System Issues
Severe Storms,2003,7/21/2003,PPL Electric Utilities,Pennsylvania,MAAC,500-1000,"185,000","severe weather, storm",60.3,Pennsylvania,Severe Weather
Hurricane Claudette,2003,7/15/2003,American Electric Power-Texas Central Company,Texas,ERCOT,230-300,"108,000","severe weather, hurricane/tropical storm",146.1,Texas,Severe Weather
Severe Thunderstorms,2003,7/9/2003,Dominion Virginia/North Carolina Power,Virginia,SERC,120,"80,000","severe weather, thunderstorm",1.9166666666666667,Virginia,Severe Weather
Severe Thunderstorms,2003,7/8/2003,American Electric Power,Ohio,ECAR,"11,000","134,500","severe weather, thunderstorm",84.0,Ohio,Severe Weather
Severe Thunderstorms,2003,7/7/2003,Com Ed,Illinois,MAIN,,"72,000","severe weather, thunderstorm",6.0,Illinois,Severe Weather
Severe Storms,2003,7/5/2003,Com Ed,Illinois,MAIN,80,"130,000","severe weather, storm",4.0,Illinois,Severe Weather
Severe Storms,2003,7/4/2003,Cinergy,Indiana,ECAR,200,"55,142","severe weather, storm",45.31666666666666,Indiana,Severe Weather
Severe Thunderstorms,2003,7/4/2003,Consumers Energy,Michigan,ECAR,75-90,"131,000","severe weather, thunderstorm",55.0,Michigan,Severe Weather
Severe Thunderstorms,2003,7/4/2003,We Energies,Wisconsin,MAIN,150,"52,000","severe weather, thunderstorm",4.0,Wisconsin,Severe Weather
Unit Tripped,2003,7/2/2003,Pacific Gas and Electric Company,California,WECC,200,1,generator trip,2.0833333333333335,California,Equipment Failures
Breaker Failure,2003,7/1/2003,Arizona Public Service Company,Arizona,WECC,"1,000","47,000",equipment failure,0.5833333333333334,Arizona,Electrical System Issues
Public Appeal,2003,6/15/2003,Idaho Power Company Control Area,Idaho,WECC,0,0,public appeal,37.8,Idaho,Public Appeal
Interruption of Firm Power,2003,5/15/2003,Center Point Energy,Texas,ERCOT,476,"192,000",load shedding,0.6166666666666667,Texas,Equipment Failures
Flood,2003,5/15/2003,We Energies,Michigan,MAIN,240,2,"severe weather, flooding",768.0,Michigan,Severe Weather
Severe Thunderstorms,2003,5/2/2003,Southern Company,Alabama,SERC,130,"102,842 (Georgia); 12,897 (Alabama)","severe weather, thunderstorm",12.0,Alabama,Severe Weather
Vandalism,2003,4/28/2003,American Transmission Company,Wisconsin,MAIN,0,0,vandalism,20.316666666666666,Wisconsin,Physical Attack
Ice Storm,2003,4/3/2003,Consumers Energy,Michigan,ECAR,300,"425,000","severe weather, winter storm",70.0,Michigan,Severe Weather
Cyber Threat From Internet,2003,1/25/2003,Cinergy Corporation,Ohio,ECAR,,,"vandalism, cyber",12.0,Ohio,Cyber Events
Winter Storm,2002,12/25/2002,Metropolitan Edison Co./First Energy,Pennsylvania,MAAC,,"95,630","severe weather, winter storm",46.5,Pennsylvania,Severe Weather
Winter Storm,2002,12/25/2002,PPL Corporation,Pennsylvania,MAAC,250,"106,000","severe weather, winter storm",12.0,Pennsylvania,Severe Weather
Winter Storm,2002,12/19/2002,Pacific Gas & Electric,California,WECC,56,"385,000","severe weather, winter storm",47.0,California,Severe Weather
Winter Storm,2002,12/14/2002,Pacific Gas & Electric,California,WECC,180,1.5 million,"severe weather, winter storm",113.0,California,Severe Weather
Winter Storm,2002,12/11/2002,Dominion-Virginia Power/North Carolina Power,Virginia,SERC,63,"130,000","severe weather, winter storm",44.85,Virginia,Severe Weather
Ice Storm,2002,12/3/2002,Entergy Corporation,Arkansas,SPP,,"43,000","severe weather, winter storm",136.0,Arkansas,Severe Weather
Ice Storm,2002,11/17/2002,Northeast Utilities,Connecticut,NPCC,,"224,912","severe weather, winter storm",98.0,Connecticut,Severe Weather
Winter Storm,2002,11/6/2002,Pacific Gas & Electric Co.,California,WECC,270,"939,000","severe weather, winter storm",86.0,California,Severe Weather
Hurricane Lily,2002,10/3/2002,Entergy Corporation,Louisiana,SPP,,"242,910","severe weather, hurricane/tropical storm",,Louisiana,Severe Weather
Interruption of Firm Power,2002,8/25/2002,Pacific Gas & Elec.,California,WECC,120,1 PG&E,load shedding,5.6,California,Equipment Failures
Interruption of Firm Power,2002,8/9/2002,Lake Worth Utils,Florida,SERC,51,"25,000",load shedding,3.8333333333333335,Florida,Equipment Failures
Vandalism/Insulators,2002,4/8/2002,Arizona Public Service,Arizona,WECC,0,0,vandalism,,Arizona,Physical Attack
Severe Weather,2002,3/9/2002,Consumers Energy Co.,Michigan,ECAR,190,"190,000",severe weather,48.0,Michigan,Severe Weather
Interruption of Firm Load,2002,2/27/2002,San Diego Gas & Electric,California,WECC,300,"255,000",load shedding,0.7833333333333333,California,Load Shedding
Ice Storm,2002,1/30/2002,Oklahoma Gas & Electric,Oklahoma,SPP,500,"1,881,134","severe weather, winter storm",198.0,Oklahoma,Severe Weather
Ice Storm,2002,1/30/2002,Missouri Public Service,Missouri,SPP,210,"95,000","severe weather, winter storm",257.0,Missouri,Severe Weather
Ice Storm,2002,1/29/2002,Kansas City Power & Light,Kansas,SPP,500-600,"270,000","severe weather, winter storm",,Kansas,Severe Weather
Flooding,2001,6/8/2001,Reliant Energy HL&P Service Area,Texas,ERCOT,,"(residential) 36,073","severe weather, flooding",169.0,Texas,Severe Weather
Firm Load Interruption,2001,6/6/2001,Central Power and Light Company,Texas,ERCOT,350,"24,506",load shedding,2.6333333333333333,Texas,Load Shedding
Interruption of Firm Power (Public Appeal),2001,5/8/2001,CA Independent System Operator,California,WECC,400,Undetermined,"load shedding, public appeal",1.8333333333333333,California,Public Appeal
Interruption of Power,2001,5/8/2001,Southern California Edison,California,WECC,"225, 159","70,848; 56718",unknown,13.8,California,Equipment Failures
Interruption of Firm Power (Public Appeal),2001,5/7/2001,CA Independent System Operator,California,WECC,300,Undetermined,"load shedding, public appeal",1.25,California,Public Appeal
Interruption of Firm Power,2001,3/20/2001,CA Independent System Operator,California,WECC,300-500,Undetermined,load shedding,4.716666666666667,California,Equipment Failures
Interruption of Firm Power,2001,3/20/2001,Southern California Edison,California,WECC,Various,"25,000 per hour",load shedding,2.1666666666666665,California,Equipment Failures
Interruption of Firm Power & Public Appeal,2001,3/19/2001,CA Independent System Operator,California,WECC,"400-1,000",Undetermined,"load shedding, public appeal",9.233333333333333,California,Public Appeal
